ID,METHOD_SIG,RATING,SOURCE,CONFIDENCE,LAST_UPDATED
1507,"boolean java.util.EmptyMap.containsValue (Object)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-20 15:16:05"
1508,"Set java.util.EmptyMap.entrySet ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-20 15:16:05"
1509,"Object java.util.EmptyMap.get (Object)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-20 15:16:05"
1510,"Set java.util.EmptyMap.keySet ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-20 15:16:05"
1511,"Collection java.util.EmptyMap.values ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-20 15:16:05"
1512,"Object java.util.EmptyMap.readResolve ()","@DSModeled(DSC.BAN)","FILE",1.0,"2013-08-20 15:16:05"
1513,"void java.util.ReverseComparator.<init> ()","@DSModeled(DSC.BAN)","FILE",1.0,"2013-08-20 15:16:05"
1514,"int java.util.ReverseComparator.compare (Object, Object)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-20 15:16:05"
1515,"Object java.util.ReverseComparator.readResolve ()","@DSModeled(DSC.BAN)","FILE",1.0,"2013-08-20 15:16:05"
1516,"void java.util.ReverseComparator2.<init> (Comparator)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-20 15:16:05"
1517,"int java.util.ReverseComparator2.compare (Object, Object)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-20 15:16:05"
1518,"boolean java.util.ReverseComparator2.equals (Object)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-20 15:16:05"
1519,"int java.util.ReverseComparator2.hashCode ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-20 15:16:05"
1520,"void java.util.SingletonSet.<init> (Object)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-20 15:16:05"
1521,"boolean java.util.SingletonSet.contains (Object)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-20 15:16:05"
1522,"int java.util.SingletonSet.size ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-20 15:16:06"
1523,"boolean java.util.SingletonSet.hasNext ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-20 15:16:06"
6731,"Entry java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet.iterator ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-21 14:15:53"
7747,"void android.net.Uri.<init> ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:19"
7748,"boolean android.net.Uri.isHierarchical ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033242354,"2013-08-21 14:45:19"
7749,"boolean android.net.Uri.isOpaque ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033242354,"2013-08-21 14:45:19"
7750,"boolean android.net.Uri.isRelative ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-21 14:45:19"
7751,"boolean android.net.Uri.isAbsolute ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033245237,"2013-08-21 14:45:19"
7752,"String android.net.Uri.getScheme ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-21 14:45:19"
7753,"String android.net.Uri.getSchemeSpecificPart ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-21 14:45:19"
7754,"String android.net.Uri.getEncodedSchemeSpecificPart ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-21 14:45:19"
7755,"String android.net.Uri.getAuthority ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033245593,"2013-08-21 14:45:19"
7756,"String android.net.Uri.getEncodedAuthority ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9032115905,"2013-08-21 14:45:19"
7757,"String android.net.Uri.getUserInfo ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-21 14:45:20"
7758,"String android.net.Uri.getEncodedUserInfo ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-21 14:45:20"
7759,"String android.net.Uri.getHost ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-21 14:45:20"
7760,"int android.net.Uri.getPort ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-21 14:45:20"
7761,"String android.net.Uri.getPath ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033199355,"2013-08-21 14:45:20"
7762,"String android.net.Uri.getEncodedPath ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-21 14:45:20"
7763,"String android.net.Uri.getQuery ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033199355,"2013-08-21 14:45:20"
7764,"String android.net.Uri.getEncodedQuery ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-21 14:45:20"
7765,"String android.net.Uri.getFragment ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9032979511,"2013-08-21 14:45:20"
7766,"String android.net.Uri.getEncodedFragment ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9032806015,"2013-08-21 14:45:20"
7767,"List android.net.Uri.getPathSegments ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-21 14:45:20"
7768,"String android.net.Uri.getLastPathSegment ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-21 14:45:20"
7769,"boolean android.net.Uri.equals (Object)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-21 14:45:20"
7770,"int android.net.Uri.hashCode ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-21 14:45:20"
7771,"String android.net.Uri.toString ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9032680866,"2013-08-21 14:45:20"
7772,"String android.net.Uri.toSafeString ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:20"
7773,"Builder android.net.Uri.buildUpon ()","@DSModeled(DSC.SPEC)","FILE",1.0,"2013-08-21 14:45:20"
7774,"Uri android.net.Uri.parse (String)","@DSModeled(DSC.SPEC)","SPECTRE",0.99,"2013-08-21 14:45:20"
7775,"Uri android.net.Uri.fromFile (File)","@DSModeled(DSC.SPEC)","SPECTRE",0.99,"2013-08-21 14:45:20"
7776,"Uri android.net.Uri.fromParts (String, String, String)","@DSModeled(DSC.SPEC)","SPECTRE",0.99,"2013-08-21 14:45:20"
7777,"Set android.net.Uri.getQueryParameterNames ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033063473,"2013-08-21 14:45:20"
7778,"List android.net.Uri.getQueryParameters (String)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9032025912,"2013-08-21 14:45:20"
7779,"boolean android.net.Uri.getBooleanQueryParameter (String, boolean)","@DSModeled(DSC.SAFE)","PSYCHIC",0.90332323,"2013-08-21 14:45:20"
7780,"void android.net.Uri.writeToParcel (Parcel, Uri)","@DSModeled(DSC.SPEC)","SPECTRE",0.99,"2013-08-21 14:45:20"
7781,"String android.net.Uri.encode (String)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-21 14:45:20"
7782,"String android.net.Uri.encode (String, String)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033218042,"2013-08-21 14:45:20"
7783,"boolean android.net.Uri.isAllowed (char, String)","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:21"
7784,"String android.net.Uri.decode (String)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9032984098,"2013-08-21 14:45:21"
7785,"Uri android.net.Uri.withAppendedPath (Uri, String)","@DSModeled(DSC.SPEC)","SPECTRE",0.99,"2013-08-21 14:45:21"
7786,"void android.net.Uri$StringUri.<init> (String)","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:21"
7787,"Uri android.net.Uri$StringUri.readFrom (Parcel)","@DSModeled(DSC.SPEC)","SPECTRE",0.99,"2013-08-21 14:45:21"
7788,"int android.net.Uri$StringUri.describeContents ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:21"
7789,"void android.net.Uri$StringUri.writeToParcel (Parcel, int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033205651,"2013-08-21 14:45:21"
7790,"int android.net.Uri$StringUri.findSchemeSeparator ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:21"
7791,"int android.net.Uri$StringUri.findFragmentSeparator ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:21"
7792,"String android.net.Uri$StringUri.getScheme ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9032885609,"2013-08-21 14:45:21"
7793,"String android.net.Uri$StringUri.parseScheme ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:21"
7794,"Part android.net.Uri$StringUri.getSsp ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:21"
7795,"String android.net.Uri$StringUri.getEncodedSchemeSpecificPart ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033027776,"2013-08-21 14:45:21"
7796,"String android.net.Uri$StringUri.getSchemeSpecificPart ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033240234,"2013-08-21 14:45:21"
7797,"String android.net.Uri$StringUri.parseSsp ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:21"
7798,"Part android.net.Uri$StringUri.getAuthorityPart ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:21"
7799,"String android.net.Uri$StringUri.getEncodedAuthority ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033138002,"2013-08-21 14:45:21"
7800,"String android.net.Uri$StringUri.getAuthority ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246178,"2013-08-21 14:45:21"
7801,"PathPart android.net.Uri$StringUri.getPathPart ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:21"
7802,"String android.net.Uri$StringUri.getPath ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9032967128,"2013-08-21 14:45:21"
7803,"String android.net.Uri$StringUri.getEncodedPath ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033077155,"2013-08-21 14:45:21"
7804,"String android.net.Uri$StringUri.parsePath ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:21"
7805,"Part android.net.Uri$StringUri.getQueryPart ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:21"
7806,"String android.net.Uri$StringUri.getEncodedQuery ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033212372,"2013-08-21 14:45:21"
7807,"String android.net.Uri$StringUri.parseQuery ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:21"
7808,"String android.net.Uri$StringUri.getQuery ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033212372,"2013-08-21 14:45:21"
7809,"Part android.net.Uri$StringUri.getFragmentPart ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:22"
7810,"String android.net.Uri$StringUri.getEncodedFragment ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033192089,"2013-08-21 14:45:22"
7811,"String android.net.Uri$StringUri.parseFragment ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:22"
7812,"String android.net.Uri$StringUri.getFragment ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033087434,"2013-08-21 14:45:22"
7813,"String android.net.Uri$StringUri.toString ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:22"
7814,"String android.net.Uri$StringUri.parseAuthority (String, int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9032984098,"2013-08-21 14:45:22"
7815,"String android.net.Uri$StringUri.parsePath (String, int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9032984098,"2013-08-21 14:45:22"
7816,"void android.net.Uri$OpaqueUri.<init> (String, Part, Part)","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:22"
7817,"Uri android.net.Uri$OpaqueUri.readFrom (Parcel)","@DSModeled(DSC.SPEC)","SPECTRE",0.99,"2013-08-21 14:45:22"
7818,"int android.net.Uri$OpaqueUri.describeContents ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:22"
7819,"boolean android.net.Uri$OpaqueUri.isHierarchical ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:22"
7820,"boolean android.net.Uri$OpaqueUri.isRelative ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:22"
7821,"String android.net.Uri$OpaqueUri.getScheme ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:22"
7822,"String android.net.Uri$OpaqueUri.getEncodedSchemeSpecificPart ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033244967,"2013-08-21 14:45:22"
7823,"String android.net.Uri$OpaqueUri.getSchemeSpecificPart ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033244179,"2013-08-21 14:45:22"
7824,"String android.net.Uri$OpaqueUri.getAuthority ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:22"
7825,"String android.net.Uri$OpaqueUri.getEncodedAuthority ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:22"
7826,"String android.net.Uri$OpaqueUri.getPath ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:22"
7827,"String android.net.Uri$OpaqueUri.getEncodedPath ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:22"
7828,"String android.net.Uri$OpaqueUri.getQuery ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:22"
7829,"String android.net.Uri$OpaqueUri.getEncodedQuery ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:22"
7830,"String android.net.Uri$OpaqueUri.getFragment ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033245041,"2013-08-21 14:45:22"
7831,"String android.net.Uri$OpaqueUri.getEncodedFragment ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033244939,"2013-08-21 14:45:22"
7832,"String android.net.Uri$OpaqueUri.getLastPathSegment ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:22"
7833,"String android.net.Uri$OpaqueUri.getUserInfo ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:22"
7834,"String android.net.Uri$OpaqueUri.getEncodedUserInfo ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:23"
7835,"String android.net.Uri$OpaqueUri.getHost ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:23"
7836,"int android.net.Uri$OpaqueUri.getPort ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:23"
7837,"String android.net.Uri$OpaqueUri.toString ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.90332443,"2013-08-21 14:45:23"
7838,"Builder android.net.Uri$OpaqueUri.buildUpon ()","@DSModeled(DSC.SPEC)","MODELER",1.0,"2013-08-21 14:45:23"
7839,"void android.net.Uri$PathSegments.<init> (String[], int)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-21 14:45:23"
7840,"String android.net.Uri$PathSegments.get (int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246127,"2013-08-21 14:45:23"
7841,"int android.net.Uri$PathSegments.size ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:23"
7842,"void android.net.Uri$PathSegmentsBuilder.<init> ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-21 14:45:23"
7843,"void android.net.Uri$PathSegmentsBuilder.add (String)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033205651,"2013-08-21 14:45:23"
7844,"void android.net.Uri$AbstractHierarchicalUri.<init> ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:23"
7845,"String android.net.Uri$AbstractHierarchicalUri.getLastPathSegment ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033245323,"2013-08-21 14:45:23"
7846,"Part android.net.Uri$AbstractHierarchicalUri.getUserInfoPart ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:23"
7847,"String android.net.Uri$AbstractHierarchicalUri.getEncodedUserInfo ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246174,"2013-08-21 14:45:23"
7848,"String android.net.Uri$AbstractHierarchicalUri.parseUserInfo ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:23"
7849,"String android.net.Uri$AbstractHierarchicalUri.getUserInfo ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033233555,"2013-08-21 14:45:23"
7850,"String android.net.Uri$AbstractHierarchicalUri.getHost ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246109,"2013-08-21 14:45:23"
7851,"String android.net.Uri$AbstractHierarchicalUri.parseHost ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:23"
7852,"int android.net.Uri$AbstractHierarchicalUri.getPort ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9027859314,"2013-08-21 14:45:23"
7853,"int android.net.Uri$AbstractHierarchicalUri.parsePort ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:23"
7854,"void android.net.Uri$HierarchicalUri.<init> (String, Part, PathPart, Part, Part)","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:23"
7855,"Uri android.net.Uri$HierarchicalUri.readFrom (Parcel)","@DSModeled(DSC.SPEC)","SPECTRE",0.99,"2013-08-21 14:45:23"
7856,"int android.net.Uri$HierarchicalUri.describeContents ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:23"
7857,"boolean android.net.Uri$HierarchicalUri.isHierarchical ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:23"
7858,"boolean android.net.Uri$HierarchicalUri.isRelative ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:23"
7859,"String android.net.Uri$HierarchicalUri.getScheme ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:23"
7860,"Part android.net.Uri$HierarchicalUri.getSsp ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:23"
7861,"String android.net.Uri$HierarchicalUri.getEncodedSchemeSpecificPart ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033239354,"2013-08-21 14:45:24"
7862,"String android.net.Uri$HierarchicalUri.getSchemeSpecificPart ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033234912,"2013-08-21 14:45:24"
7863,"String android.net.Uri$HierarchicalUri.makeSchemeSpecificPart ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:24"
7864,"void android.net.Uri$HierarchicalUri.appendSspTo (StringBuilder)","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:24"
7865,"String android.net.Uri$HierarchicalUri.getEncodedAuthority ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033242798,"2013-08-21 14:45:24"
7866,"String android.net.Uri$HierarchicalUri.getEncodedPath ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033240897,"2013-08-21 14:45:24"
7867,"String android.net.Uri$HierarchicalUri.getPath ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033237459,"2013-08-21 14:45:24"
7868,"String android.net.Uri$HierarchicalUri.getQuery ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033245122,"2013-08-21 14:45:24"
7869,"String android.net.Uri$HierarchicalUri.getEncodedQuery ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033245122,"2013-08-21 14:45:24"
7870,"String android.net.Uri$HierarchicalUri.getFragment ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033241957,"2013-08-21 14:45:24"
7871,"String android.net.Uri$HierarchicalUri.getEncodedFragment ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033244488,"2013-08-21 14:45:24"
7872,"String android.net.Uri$HierarchicalUri.toString ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033239209,"2013-08-21 14:45:24"
7873,"String android.net.Uri$HierarchicalUri.makeUriString ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:24"
7874,"Builder android.net.Uri$HierarchicalUri.buildUpon ()","@DSModeled(DSC.SPEC)","MODELER",1.0,"2013-08-21 14:45:24"
7875,"void android.net.Uri$Builder.<init> ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-21 14:45:24"
7876,"Builder android.net.Uri$Builder.scheme (String)","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:24"
7877,"Builder android.net.Uri$Builder.opaquePart (Part)","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:24"
7878,"Builder android.net.Uri$Builder.authority (Part)","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:24"
7879,"Builder android.net.Uri$Builder.path (PathPart)","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:24"
7880,"Builder android.net.Uri$Builder.appendPath (String)","@DSModeled(DSC.SPEC)","MODELER",1.0,"2013-08-21 14:45:24"
7881,"Builder android.net.Uri$Builder.appendEncodedPath (String)","@DSModeled(DSC.SPEC)","MODELER",1.0,"2013-08-21 14:45:24"
7882,"Builder android.net.Uri$Builder.query (Part)","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:24"
7883,"Builder android.net.Uri$Builder.fragment (Part)","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:24"
7884,"Builder android.net.Uri$Builder.appendQueryParameter (String, String)","@DSModeled(DSC.SPEC)","MODELER",1.0,"2013-08-21 14:45:25"
7885,"Uri android.net.Uri$Builder.build ()","@DSModeled(DSC.SPEC)","SPECTRE",0.99,"2013-08-21 14:45:25"
7886,"boolean android.net.Uri$Builder.hasSchemeOrAuthority ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:25"
7887,"void android.net.Uri$AbstractPart.<init> (String, String)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-08-21 14:45:26"
7888,"String android.net.Uri$AbstractPart.getEncoded ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033245532,"2013-08-21 14:45:26"
7889,"String android.net.Uri$AbstractPart.getDecoded ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033245994,"2013-08-21 14:45:26"
7890,"void android.net.Uri$Part.<init> (String, String)","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-08-21 14:45:26"
7891,"boolean android.net.Uri$Part.isEmpty ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-08-21 14:45:26"
7892,"String android.net.Uri$Part.getEncoded ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246019,"2013-08-21 14:45:26"
